territori,tipus_de_territori,anys,poblacio.espanya,poblacio.resta de la unio europea,poblacio.resta del mon
sant gervasi-galvany,barri,2012,41330,1982,3045
sant gervasi-galvany,barri,2013,41461,2072,3001
sant gervasi-galvany,barri,2014,41313,2202,2935
sant gervasi-galvany,barri,2015,41597,2220,2893
sant gervasi-galvany,barri,2016,41862,2325,2963
sant gervasi-galvany,barri,2017,41884,2545,3380
sant gervasi-galvany,barri,2018,41785,2585,3438
sant gervasi-galvany,barri,2019,41528,2793,3665
sant gervasi-galvany,barri,2020,41219,2872,3880
sant gervasi-galvany,barri,2021,40478,2690,4173
sant gervasi-galvany,barri,2022,40045,2990,4143
sant gervasi-galvany,barri,2023,39587,3216,4861
el putxet i el farro,barri,1997,25715,324,352
el putxet i el farro,barri,1998,26176,356,385
el putxet i el farro,barri,1999,26123,373,459
el putxet i el farro,barri,2000,26073,379,543
el putxet i el farro,barri,2001,25839,428,773
el putxet i el farro,barri,2002,26257,588,1125
el putxet i el farro,barri,2003,25928,730,1656
el putxet i el farro,barri,2004,25607,860,1986
el putxet i el farro,barri,2005,25374,998,2264
el putxet i el farro,barri,2006,25194,1186,2490
el putxet i el farro,barri,2007,25068,1432,2149
el putxet i el farro,barri,2008,24923,1586,2229
el putxet i el farro,barri,2009,24826,1682,2354
el putxet i el farro,barri,2010,24918,1632,2179
el putxet i el farro,barri,2011,25007,1494,2128
el putxet i el farro,barri,2012,25140,1534,2192
el putxet i el farro,barri,2013,25117,1615,2114
el putxet i el farro,barri,2014,25140,1639,2044
el putxet i el farro,barri,2015,25441,1634,1942
el putxet i el farro,barri,2016,25649,1686,1979
el putxet i el farro,barri,2017,25681,1732,2097
el putxet i el farro,barri,2018,25602,1804,2180
el putxet i el farro,barri,2019,25428,2002,2352
el putxet i el farro,barri,2020,25472,2169,2695
el putxet i el farro,barri,2021,25131,1950,2901
el putxet i el farro,barri,2022,24896,2038,2848
el putxet i el farro,barri,2023,24640,2081,3302
gracia,districte,1997,112432,787,1184
gracia,districte,1998,112904,894,1446
gracia,districte,1999,112274,999,1722
gracia,districte,2000,110836,1081,2154
gracia,districte,2001,109368,1256,3503
gracia,districte,2002,110023,1883,5918
gracia,districte,2003,108369,2403,8329
gracia,districte,2004,106835,3110,9845
gracia,districte,2005,105311,3901,11086
gracia,districte,2006,104763,4624,11950
gracia,districte,2007,103857,5922,10182
gracia,districte,2008,103509,7095,11295
gracia,districte,2009,103127,7748,12915
gracia,districte,2010,102697,7834,12440
gracia,districte,2011,102391,7108,11972
gracia,districte,2012,102543,7548,11726
gracia,districte,2013,102051,7899,11031
gracia,districte,2014,101739,8127,10392
gracia,districte,2015,102348,8270,9802
gracia,districte,2016,102495,8487,10073
gracia,districte,2017,101837,8916,10985
gracia,districte,2018,101124,9089,11544
gracia,districte,2019,100338,10271,12428
gracia,districte,2020,99416,10922,13488
gracia,districte,2021,97931,10277,15045
gracia,districte,2022,96320,10846,14725
gracia,districte,2023,95411,10953,16535
vallcarca i els penitents,barri,1997,14015,149,124
vallcarca i els penitents,barri,1998,14067,155,144
vallcarca i els penitents,barri,1999,13897,160,184
vallcarca i els penitents,barri,2000,13749,170,236
vallcarca i els penitents,barri,2001,13755,188,441
vallcarca i els penitents,barri,2002,13976,258,826
vallcarca i els penitents,barri,2003,13724,311,1129
vallcarca i els penitents,barri,2004,13652,399,1324
vallcarca i els penitents,barri,2005,13485,470,1532
vallcarca i els penitents,barri,2006,13516,555,1590
vallcarca i els penitents,barri,2007,13410,670,1335
vallcarca i els penitents,barri,2008,13372,754,1337
vallcarca i els penitents,barri,2009,13416,813,1465
vallcarca i els penitents,barri,2010,13404,776,1301
vallcarca i els penitents,barri,2011,13432,716,1297
vallcarca i els penitents,barri,2012,13509,747,1261
vallcarca i els penitents,barri,2013,13511,760,1223
vallcarca i els penitents,barri,2014,13477,766,1197
vallcarca i els penitents,barri,2015,13602,809,1107
vallcarca i els penitents,barri,2016,13653,820,1154
vallcarca i els penitents,barri,2017,13701,860,1260
vallcarca i els penitents,barri,2018,13728,893,1363
vallcarca i els penitents,barri,2019,13671,983,1454
vallcarca i els penitents,barri,2020,13668,1082,1595
vallcarca i els penitents,barri,2021,13537,1028,1760
vallcarca i els penitents,barri,2022,13358,1056,1667
vallcarca i els penitents,barri,2023,13372,1059,1898
el coll,barri,1997,6557,49,52
el coll,barri,1998,6560,49,64
el coll,barri,1999,6570,52,69
el coll,barri,2000,6511,57,98
el coll,barri,2001,6459,61,157
el coll,barri,2002,6487,76,288
el coll,barri,2003,6438,115,463
el coll,barri,2004,6443,136,562
el coll,barri,2005,6353,169,615
el coll,barri,2006,6298,193,710
el coll,barri,2007,6275,251,574
el coll,barri,2008,6342,287,670
el coll,barri,2009,6256,330,706
el coll,barri,2010,6221,378,628
el coll,barri,2011,6221,362,705
el coll,barri,2012,6197,351,742
el coll,barri,2013,6149,352,726
el coll,barri,2014,6167,362,672
el coll,barri,2015,6321,404,626
el coll,barri,2016,6373,397,621
el coll,barri,2017,6363,402,663
el coll,barri,2018,6353,386,721
el coll,barri,2019,6303,450,765
el coll,barri,2020,6235,465,917
el coll,barri,2021,6214,443,1031
el coll,barri,2022,6162,458,991
el coll,barri,2023,6179,431,1130
la salut,barri,1997,12643,97,118
la salut,barri,1998,12720,110,126
la salut,barri,1999,12824,113,155
la salut,barri,2000,12706,115,202
la salut,barri,2001,12519,140,319
la salut,barri,2002,12443,182,501
la salut,barri,2003,12251,216,710
la salut,barri,2004,12035,288,856
la salut,barri,2005,11888,347,959
la salut,barri,2006,11821,394,936
la salut,barri,2007,11673,529,791
la salut,barri,2008,11679,601,894
la salut,barri,2009,11661,633,951
la salut,barri,2010,11724,637,965
la salut,barri,2011,11557,598,991
la salut,barri,2012,11554,622,1009
la salut,barri,2013,11585,682,930
la salut,barri,2014,11596,688,873
la salut,barri,2015,11613,729,878
la salut,barri,2016,11546,676,899
la salut,barri,2017,11518,697,988
la salut,barri,2018,11441,742,1074
la salut,barri,2019,11393,852,1184
la salut,barri,2020,11309,891,1275
la salut,barri,2021,11189,837,1426
la salut,barri,2022,11162,843,1329
la salut,barri,2023,11072,915,1501
la vila de gracia,barri,1997,45991,334,620
la vila de gracia,barri,1998,46040,410,776
la vila de gracia,barri,1999,45641,460,882
la vila de gracia,barri,2000,44958,503,1058
la vila de gracia,barri,2001,44165,607,1621
la vila de gracia,barri,2002,44579,987,2738
la vila de gracia,barri,2003,43890,1248,3801
la vila de gracia,barri,2004,43076,1630,4515
la vila de gracia,barri,2005,42515,2123,5101
la vila de gracia,barri,2006,42153,2518,5517
la vila de gracia,barri,2007,41931,3195,4793
la vila de gracia,barri,2008,41741,3906,5622
la vila de gracia,barri,2009,41579,4300,6747
la vila de gracia,barri,2010,41251,4434,6623
la vila de gracia,barri,2011,41186,3934,6060
la vila de gracia,barri,2012,41282,4176,5637
la vila de gracia,barri,2013,40937,4409,5278
la vila de gracia,barri,2014,40864,4626,4935
la vila de gracia,barri,2015,40998,4683,4746
la vila de gracia,barri,2016,40982,4801,4871
la vila de gracia,barri,2017,40481,5063,5324
la vila de gracia,barri,2018,39922,5079,5404
la vila de gracia,barri,2019,39452,5673,5662
la vila de gracia,barri,2020,38891,5996,6022
la vila de gracia,barri,2021,38104,5576,6760
la vila de gracia,barri,2022,37324,5870,6646
la vila de gracia,barri,2023,36891,5808,7335
el camp d'en grassot i gracia nova,barri,1997,33226,158,270
el camp d'en grassot i gracia nova,barri,1998,33517,170,336
el camp d'en grassot i gracia nova,barri,1999,33342,214,432
el camp d'en grassot i gracia nova,barri,2000,32912,236,560
el camp d'en grassot i gracia nova,barri,2001,32470,260,965
el camp d'en grassot i gracia nova,barri,2002,32538,380,1565
el camp d'en grassot i gracia nova,barri,2003,32066,513,2226
el camp d'en grassot i gracia nova,barri,2004,31629,657,2588
el camp d'en grassot i gracia nova,barri,2005,31070,792,2879
el camp d'en grassot i gracia nova,barri,2006,30975,964,3197
el camp d'en grassot i gracia nova,barri,2007,30568,1277,2689
el camp d'en grassot i gracia nova,barri,2008,30375,1547,2772
el camp d'en grassot i gracia nova,barri,2009,30215,1672,3046
el camp d'en grassot i gracia nova,barri,2010,30097,1609,2923
el camp d'en grassot i gracia nova,barri,2011,29995,1498,2919
el camp d'en grassot i gracia nova,barri,2012,30001,1652,3077
el camp d'en grassot i gracia nova,barri,2013,29869,1696,2874
el camp d'en grassot i gracia nova,barri,2014,29635,1685,2715
el camp d'en grassot i gracia nova,barri,2015,29814,1645,2445
el camp d'en grassot i gracia nova,barri,2016,29941,1793,2528
el camp d'en grassot i gracia nova,barri,2017,29774,1894,2750
el camp d'en grassot i gracia nova,barri,2018,29680,1989,2982
el camp d'en grassot i gracia nova,barri,2019,29519,2313,3363
el camp d'en grassot i gracia nova,barri,2020,29313,2488,3679
el camp d'en grassot i gracia nova,barri,2021,28887,2393,4068
el camp d'en grassot i gracia nova,barri,2022,28314,2619,4092
el camp d'en grassot i gracia nova,barri,2023,27897,2740,4671
horta-guinardo,districte,1997,166711,446,1117
horta-guinardo,districte,1998,166931,466,1413
horta-guinardo,districte,1999,165377,512,1734
horta-guinardo,districte,2000,163358,578,2141
horta-guinardo,districte,2001,161216,687,4156
horta-guinardo,districte,2002,160900,975,7408
horta-guinardo,districte,2003,158194,1228,10637
horta-guinardo,districte,2004,155359,1579,12644
horta-guinardo,districte,2005,152987,2061,14433
horta-guinardo,districte,2006,150913,2395,16029
horta-guinardo,districte,2007,149229,3525,14976
horta-guinardo,districte,2008,148196,4255,17214
horta-guinardo,districte,2009,147730,4744,18874
horta-guinardo,districte,2010,147703,4810,18237
horta-guinardo,districte,2011,147269,4479,18012
horta-guinardo,districte,2012,146918,4581,17479
horta-guinardo,districte,2013,146139,4821,16833
horta-guinardo,districte,2014,146217,4876,15822
horta-guinardo,districte,2015,147318,4916,14288
horta-guinardo,districte,2016,147814,5040,14529
horta-guinardo,districte,2017,147755,5333,15884
horta-guinardo,districte,2018,147206,5776,17064
horta-guinardo,districte,2019,146423,6498,19333
horta-guinardo,districte,2020,145647,7053,21889
horta-guinardo,districte,2021,143951,6884,23098
horta-guinardo,districte,2022,142853,7064,22179
horta-guinardo,districte,2023,142699,7070,25769
el baix guinardo,barri,1997,24711,88,228
el baix guinardo,barri,1998,24701,89,315
el baix guinardo,barri,1999,24509,96,373
el baix guinardo,barri,2000,24143,115,498
el baix guinardo,barri,2001,23825,139,874
el baix guinardo,barri,2002,23811,194,1433
el baix guinardo,barri,2003,23365,255,1872
el baix guinardo,barri,2004,22929,335,2212
el baix guinardo,barri,2005,22625,468,2384
el baix guinardo,barri,2006,22620,528,2703
el baix guinardo,barri,2007,22542,756,2439
el baix guinardo,barri,2008,22436,869,2690
el baix guinardo,barri,2009,22312,957,2840
el baix guinardo,barri,2010,22332,950,2734
el baix guinardo,barri,2011,22358,875,2766
el baix guinardo,barri,2012,22325,886,2694
el baix guinardo,barri,2013,22123,907,2616
el baix guinardo,barri,2014,22162,962,2410
el baix guinardo,barri,2015,22226,1032,2214
el baix guinardo,barri,2016,22246,1065,2251
el baix guinardo,barri,2017,22249,1115,2369
el baix guinardo,barri,2018,22101,1200,2490
el baix guinardo,barri,2019,22023,1312,2652
el baix guinardo,barri,2020,21925,1377,2876
el baix guinardo,barri,2021,21386,1362,3091
el baix guinardo,barri,2022,21018,1494,3075
el baix guinardo,barri,2023,20851,1509,3357
can baro,barri,1997,8767,29,72
can baro,barri,1998,8951,29,88
can baro,barri,1999,8829,33,91
can baro,barri,2000,8703,40,115
can baro,barri,2001,8593,53,202
can baro,barri,2002,8639,68,337
can baro,barri,2003,8466,78,526
can baro,barri,2004,8271,103,588
can baro,barri,2005,8113,145,718
can baro,barri,2006,8040,170,731
can baro,barri,2007,7988,243,700
can baro,barri,2008,7956,275,844
can baro,barri,2009,7917,322,921
can baro,barri,2010,7867,364,893
can baro,barri,2011,7783,309,833
can baro,barri,2012,7762,346,894
can baro,barri,2013,7707,360,906
can baro,barri,2014,7664,372,823
can baro,barri,2015,7667,365,790
can baro,barri,2016,7806,382,779
can baro,barri,2017,7751,421,846
can baro,barri,2018,7760,436,873
can baro,barri,2019,7719,501,1025
can baro,barri,2020,7661,563,1105
can baro,barri,2021,7605,555,1159
can baro,barri,2022,7566,563,1141
can baro,barri,2023,7526,535,1359
el guinardo,barri,1997,34152,127,272
el guinardo,barri,1998,34103,136,344
el guinardo,barri,1999,33832,148,459
el guinardo,barri,2000,33360,160,527
el guinardo,barri,2001,33091,193,996
el guinardo,barri,2002,33047,268,1698
el guinardo,barri,2003,32494,349,2449
el guinardo,barri,2004,31933,433,2836
el guinardo,barri,2005,31610,546,3183
el guinardo,barri,2006,31090,622,3649
el guinardo,barri,2007,30703,856,3480
el guinardo,barri,2008,30387,996,3780
el guinardo,barri,2009,30364,1112,4138
el guinardo,barri,2010,30466,1163,4038
el guinardo,barri,2011,30564,1070,4057
el guinardo,barri,2012,30525,1109,4019
el guinardo,barri,2013,30448,1193,4068
el guinardo,barri,2014,30593,1176,3768
el guinardo,barri,2015,31167,1200,3416
el guinardo,barri,2016,31437,1270,3468
el guinardo,barri,2017,31477,1364,3695
el guinardo,barri,2018,31459,1531,3899
el guinardo,barri,2019,31216,1746,4252
el guinardo,barri,2020,31110,1875,4597
el guinardo,barri,2021,30730,1800,4791
el guinardo,barri,2022,30520,1853,4617
el guinardo,barri,2023,30475,1872,5224
la font d'en fargues,barri,1997,9761,34,15
la font d'en fargues,barri,1998,9801,38,20
la font d'en fargues,barri,1999,9773,38,32
la font d'en fargues,barri,2000,9705,35,44
la font d'en fargues,barri,2001,9625,41,81
la font d'en fargues,barri,2002,9579,51,144
la font d'en fargues,barri,2003,9499,59,203
la font d'en fargues,barri,2004,9388,76,251
la font d'en fargues,barri,2005,9319,95,296
la font d'en fargues,barri,2006,9104,107,359
la font d'en fargues,barri,2007,9139,163,297
la font d'en fargues,barri,2008,9124,190,349
la font d'en fargues,barri,2009,9059,219,387
la font d'en fargues,barri,2010,8968,230,382
la font d'en fargues,barri,2011,8934,212,375
la font d'en fargues,barri,2012,8929,222,409
la font d'en fargues,barri,2013,8906,217,376
la font d'en fargues,barri,2014,8875,195,367
la font d'en fargues,barri,2015,8887,187,325
la font d'en fargues,barri,2016,8918,177,307
la font d'en fargues,barri,2017,8849,190,351
la font d'en fargues,barri,2018,8821,236,389
la font d'en fargues,barri,2019,8814,275,417
la font d'en fargues,barri,2020,8725,313,506
la font d'en fargues,barri,2021,8652,295,558
la font d'en fargues,barri,2022,8700,289,538
la font d'en fargues,barri,2023,8785,311,613
el carmel,barri,1997,33580,45,196
el carmel,barri,1998,33596,48,216
el carmel,barri,1999,33046,64,261
el carmel,barri,2000,32404,76,323
el carmel,barri,2001,31780,83,677
el carmel,barri,2002,31511,117,1450
el carmel,barri,2003,30800,143,2139
el carmel,barri,2004,30062,175,2664
el carmel,barri,2005,29346,238,3091
el carmel,barri,2006,28808,282,3519
el carmel,barri,2007,28222,510,3546
el carmel,barri,2008,27792,645,3826
el carmel,barri,2009,27789,737,4089
el carmel,barri,2010,27732,734,3871
el carmel,barri,2011,27603,711,3770
el carmel,barri,2012,27522,721,3743
el carmel,barri,2013,27394,761,3642
el carmel,barri,2014,27348,776,3531
el carmel,barri,2015,27538,767,3142
el carmel,barri,2016,27381,790,3205
el carmel,barri,2017,27244,830,3508
el carmel,barri,2018,27060,889,3883
el carmel,barri,2019,26790,1019,4366
el carmel,barri,2020,26469,1149,4894
el carmel,barri,2021,26248,1136,5340
el carmel,barri,2022,25984,1121,5013
el carmel,barri,2023,25842,1110,5557
la teixonera,barri,1997,11221,18,97
la teixonera,barri,1998,11232,19,128
la teixonera,barri,1999,11192,24,161
la teixonera,barri,2000,11162,25,180
la teixonera,barri,2001,11041,32,405
la teixonera,barri,2002,11107,41,680
la teixonera,barri,2003,10850,61,1040
la teixonera,barri,2004,10686,85,1255
la teixonera,barri,2005,10525,121,1436
la teixonera,barri,2006,10307,139,1480
la teixonera,barri,2007,10209,260,1279
la teixonera,barri,2008,10160,324,1454
la teixonera,barri,2009,10019,356,1530
la teixonera,barri,2010,9996,349,1482
la teixonera,barri,2011,10032,316,1440
la teixonera,barri,2012,10001,330,1438
la teixonera,barri,2013,9940,342,1376
la teixonera,barri,2014,9938,340,1155
la teixonera,barri,2015,9993,333,1033
la teixonera,barri,2016,9912,309,1059
la teixonera,barri,2017,10054,303,1276
la teixonera,barri,2018,10003,338,1308
la teixonera,barri,2019,9906,395,1486
la teixonera,barri,2020,9786,426,1714
la teixonera,barri,2021,9837,426,1780
la teixonera,barri,2022,9770,422,1725
la teixonera,barri,2023,9743,426,1917
sant genis dels agudells,barri,1997,7110,31,65
sant genis dels agudells,barri,1998,7087,28,72
sant genis dels agudells,barri,1999,7014,27,80
sant genis dels agudells,barri,2000,6951,30,87
sant genis dels agudells,barri,2001,6797,38,159
sant genis dels agudells,barri,2002,6818,60,306
sant genis dels agudells,barri,2003,6689,72,452
sant genis dels agudells,barri,2004,6520,81,535
sant genis dels agudells,barri,2005,6396,94,642
sant genis dels agudells,barri,2006,6321,115,700
sant genis dels agudells,barri,2007,6223,146,660
sant genis dels agudells,barri,2008,6146,170,775
sant genis dels agudells,barri,2009,6152,195,827
sant genis dels agudells,barri,2010,6188,175,758
sant genis dels agudells,barri,2011,6104,154,726
sant genis dels agudells,barri,2012,6077,146,725
sant genis dels agudells,barri,2013,6008,167,727
sant genis dels agudells,barri,2014,6033,163,656
sant genis dels agudells,barri,2015,6013,148,560
sant genis dels agudells,barri,2016,5945,158,591
sant genis dels agudells,barri,2017,5936,179,712
sant genis dels agudells,barri,2018,5979,194,838
sant genis dels agudells,barri,2019,5999,203,1044
sant genis dels agudells,barri,2020,5978,231,1181
sant genis dels agudells,barri,2021,5921,240,1223
sant genis dels agudells,barri,2022,5865,233,1163
sant genis dels agudells,barri,2023,5867,237,1281
montbau,barri,1997,5251,8,22
montbau,barri,1998,5239,8,27
montbau,barri,1999,5128,8,37
montbau,barri,2000,5034,10,56
montbau,barri,2001,4951,12,132
montbau,barri,2002,4987,22,242
montbau,barri,2003,4903,16,420
montbau,barri,2004,4812,25,472
montbau,barri,2005,4751,36,497
montbau,barri,2006,4697,53,520
montbau,barri,2007,4608,58,445
montbau,barri,2008,4647,74,461
montbau,barri,2009,4673,86,465
montbau,barri,2010,4714,87,448
montbau,barri,2011,4633,91,489
montbau,barri,2012,4570,97,468
montbau,barri,2013,4535,105,469
montbau,barri,2014,4497,100,448
montbau,barri,2015,4525,98,418
montbau,barri,2016,4553,94,406
montbau,barri,2017,4520,120,468
montbau,barri,2018,4456,122,521
montbau,barri,2019,4420,155,551
montbau,barri,2020,4367,180,625
montbau,barri,2021,4287,179,648
montbau,barri,2022,4197,198,619
montbau,barri,2023,4225,181,768
la vall d'hebron,barri,1997,5373,19,54
la vall d'hebron,barri,1998,5407,24,74
la vall d'hebron,barri,1999,5428,19,73
la vall d'hebron,barri,2000,5422,20,101
la vall d'hebron,barri,2001,5328,23,157
la vall d'hebron,barri,2002,5267,36,306
la vall d'hebron,barri,2003,5201,39,443
la vall d'hebron,barri,2004,5143,54,513
la vall d'hebron,barri,2005,5062,74,554
la vall d'hebron,barri,2006,4978,90,596
la vall d'hebron,barri,2007,4882,124,433
la vall d'hebron,barri,2008,4926,150,483
la vall d'hebron,barri,2009,4953,147,446
la vall d'hebron,barri,2010,5037,154,414
la vall d'hebron,barri,2011,5027,146,391
la vall d'hebron,barri,2012,5019,146,402
la vall d'hebron,barri,2013,4954,139,397
la vall d'hebron,barri,2014,4974,139,377
la vall d'hebron,barri,2015,5019,137,311
la vall d'hebron,barri,2016,5218,153,316
la vall d'hebron,barri,2017,5262,160,370
la vall d'hebron,barri,2018,5204,155,378
la vall d'hebron,barri,2019,5253,166,384
la vall d'hebron,barri,2020,5275,169,442
la vall d'hebron,barri,2021,5282,170,480
la vall d'hebron,barri,2022,5246,177,446
la vall d'hebron,barri,2023,5214,166,494
la clota,barri,1997,443,NA,NA
la clota,barri,1998,450,NA,11
la clota,barri,1999,453,NA,14
la clota,barri,2000,446,NA,13
la clota,barri,2001,434,NA,20
la clota,barri,2002,420,NA,33
la clota,barri,2003,416,NA,46
la clota,barri,2004,414,NA,47
la clota,barri,2005,421,NA,52
la clota,barri,2006,414,6,66
la clota,barri,2007,387,10,60
la clota,barri,2008,386,11,58
la clota,barri,2009,370,12,82
la clota,barri,2010,365,12,76
la clota,barri,2011,359,12,93
la clota,barri,2012,347,8,97
la clota,barri,2013,338,11,90
la clota,barri,2014,416,8,97
la clota,barri,2015,452,9,81
la clota,barri,2016,513,8,69
la clota,barri,2017,546,9,56
la clota,barri,2018,575,10,72
la clota,barri,2019,591,13,82
la clota,barri,2020,600,28,81
la clota,barri,2021,590,29,79
la clota,barri,2022,576,23,70
la clota,barri,2023,597,20,82
horta,barri,1997,26342,47,92
horta,barri,1998,26364,47,118
horta,barri,1999,26173,55,153
horta,barri,2000,26028,67,197
horta,barri,2001,25751,73,453
horta,barri,2002,25714,118,779
horta,barri,2003,25511,155,1047
horta,barri,2004,25201,211,1271
horta,barri,2005,24819,241,1580
horta,barri,2006,24534,283,1706
horta,barri,2007,24326,399,1637
horta,barri,2008,24236,551,2494
horta,barri,2009,24122,601,3149
horta,barri,2010,24038,592,3141
horta,barri,2011,23872,583,3072
horta,barri,2012,23841,570,2590
horta,barri,2013,23786,619,2166
horta,barri,2014,23717,645,2190
horta,barri,2015,23831,640,1998
horta,barri,2016,23885,634,2078
horta,barri,2017,23867,642,2233
horta,barri,2018,23788,665,2413
horta,barri,2019,23692,713,3074
horta,barri,2020,23751,742,3868
horta,barri,2021,23413,692,3949
horta,barri,2022,23411,691,3772
horta,barri,2023,23574,703,5117
nou barris,districte,1997,167864,259,868
nou barris,districte,1998,167675,276,1125
nou barris,districte,1999,165224,289,1528
nou barris,districte,2000,162612,321,2156
nou barris,districte,2001,159359,343,4608
nou barris,districte,2002,157407,489,8306
nou barris,districte,2003,153771,637,12117
nou barris,districte,2004,150404,779,15385
nou barris,districte,2005,147001,1009,17978
nou barris,districte,2006,144082,1173,20960
nou barris,districte,2007,142341,2171,21059
nou barris,districte,2008,140991,2788,24250
nou barris,districte,2009,140170,2964,26672
nou barris,districte,2010,139742,2866,25462
nou barris,districte,2011,139282,2771,25561
nou barris,districte,2012,138976,2790,25562
nou barris,districte,2013,138630,2762,24410
nou barris,districte,2014,138828,2852,22825
nou barris,districte,2015,140564,2776,21289
nou barris,districte,2016,140563,2795,21606
nou barris,districte,2017,140361,2949,23489
nou barris,districte,2018,139773,3128,25418
nou barris,districte,2019,139261,3518,28504
nou barris,districte,2020,138670,3718,31618
nou barris,districte,2021,137326,3628,32590
nou barris,districte,2022,136641,3632,30446
nou barris,districte,2023,136750,3676,33768
vilapicina i la torre llobeta,barri,1997,24674,48,143
vilapicina i la torre llobeta,barri,1998,24677,48,205
vilapicina i la torre llobeta,barri,1999,24664,50,246
vilapicina i la torre llobeta,barri,2000,24443,57,333
vilapicina i la torre llobeta,barri,2001,24234,71,690
vilapicina i la torre llobeta,barri,2002,24239,115,1316
vilapicina i la torre llobeta,barri,2003,23857,148,1856
vilapicina i la torre llobeta,barri,2004,23408,173,2175
vilapicina i la torre llobeta,barri,2005,23078,217,2418
vilapicina i la torre llobeta,barri,2006,22773,254,2695
vilapicina i la torre llobeta,barri,2007,22567,416,2575
vilapicina i la torre llobeta,barri,2008,22496,493,2767
vilapicina i la torre llobeta,barri,2009,22366,516,3042
vilapicina i la torre llobeta,barri,2010,22296,474,2864
vilapicina i la torre llobeta,barri,2011,22060,417,2942
vilapicina i la torre llobeta,barri,2012,22158,438,2922
vilapicina i la torre llobeta,barri,2013,22126,451,2970
vilapicina i la torre llobeta,barri,2014,22145,491,2693
vilapicina i la torre llobeta,barri,2015,22361,509,2572
vilapicina i la torre llobeta,barri,2016,22365,494,2661
vilapicina i la torre llobeta,barri,2017,22254,527,2835
vilapicina i la torre llobeta,barri,2018,22141,574,2957
vilapicina i la torre llobeta,barri,2019,21972,638,3282
vilapicina i la torre llobeta,barri,2020,21902,677,3502
vilapicina i la torre llobeta,barri,2021,21659,663,3551
vilapicina i la torre llobeta,barri,2022,21610,690,3364
vilapicina i la torre llobeta,barri,2023,21438,673,3805
porta,barri,1997,23953,45,162
porta,barri,1998,23897,57,187
porta,barri,1999,23731,58,219
porta,barri,2000,23400,72,300
porta,barri,2001,22971,66,759
porta,barri,2002,22784,78,1199
porta,barri,2003,22240,104,1443
porta,barri,2004,21642,127,1779
porta,barri,2005,21192,173,1936
porta,barri,2006,20827,202,2277
porta,barri,2007,20875,287,2341
porta,barri,2008,20778,432,3175
porta,barri,2009,20667,482,4183
porta,barri,2010,20644,442,4080
porta,barri,2011,20692,446,3947
porta,barri,2012,20715,400,3698
porta,barri,2013,20585,397,3369
porta,barri,2014,20702,430,3201
porta,barri,2015,21045,379,2873
porta,barri,2016,21243,426,2896
porta,barri,2017,21292,460,3292
porta,barri,2018,21287,510,3770
porta,barri,2019,21204,615,4736
porta,barri,2020,21131,635,6046
porta,barri,2021,20834,636,6325
porta,barri,2022,20778,636,5979
porta,barri,2023,21069,661,7245
el turo de la peira,barri,1997,14712,20,106
el turo de la peira,barri,1998,14571,24,145
el turo de la peira,barri,1999,14239,22,322
el turo de la peira,barri,2000,13965,26,479
el turo de la peira,barri,2001,13661,29,798
el turo de la peira,barri,2002,13400,43,1221
el turo de la peira,barri,2003,12970,56,1768
el turo de la peira,barri,2004,12738,89,2196
el turo de la peira,barri,2005,12474,105,2631
el turo de la peira,barri,2006,12072,115,2976
el turo de la peira,barri,2007,11891,187,2965
el turo de la peira,barri,2008,11779,218,3186
el turo de la peira,barri,2009,11719,245,3375
el turo de la peira,barri,2010,11792,237,3310
el turo de la peira,barri,2011,11904,228,3293
el turo de la peira,barri,2012,11857,242,3470
el turo de la peira,barri,2013,11862,254,3316
el turo de la peira,barri,2014,11951,240,3159
el turo de la peira,barri,2015,12225,237,2866
el turo de la peira,barri,2016,12269,230,2834
el turo de la peira,barri,2017,12231,242,2992
el turo de la peira,barri,2018,12172,274,3128
el turo de la peira,barri,2019,12133,300,3349
el turo de la peira,barri,2020,12203,321,3703
el turo de la peira,barri,2021,12083,297,3803
el turo de la peira,barri,2022,12117,306,3599
el turo de la peira,barri,2023,12209,331,3751
can peguera,barri,1997,2256,NA,18
can peguera,barri,1998,2307,NA,24
can peguera,barri,1999,2258,NA,28
can peguera,barri,2000,2211,NA,33
can peguera,barri,2001,2154,NA,31
can peguera,barri,2002,2114,NA,36
can peguera,barri,2003,2077,NA,48
can peguera,barri,2004,2056,NA,49
can peguera,barri,2005,2057,NA,62
can peguera,barri,2006,2060,NA,66
can peguera,barri,2007,2057,14,67
can peguera,barri,2008,2070,12,63
can peguera,barri,2009,2079,16,66
can peguera,barri,2010,2132,20,63
can peguera,barri,2011,2142,23,75
can peguera,barri,2012,2127,22,89
can peguera,barri,2013,2109,19,101
can peguera,barri,2014,2122,25,114
can peguera,barri,2015,2113,32,130
can peguera,barri,2016,2095,27,133
can peguera,barri,2017,2096,27,150
can peguera,barri,2018,2065,24,181
can peguera,barri,2019,2045,26,218
can peguera,barri,2020,2015,26,233
can peguera,barri,2021,1968,25,222
can peguera,barri,2022,1963,29,195
can peguera,barri,2023,1971,21,178
la guineueta,barri,1997,17081,19,54
la guineueta,barri,1998,16931,24,74
la guineueta,barri,1999,16680,25,90
la guineueta,barri,2000,16338,28,130
la guineueta,barri,2001,15975,27,263
la guineueta,barri,2002,15567,35,447
la guineueta,barri,2003,15236,61,670
la guineueta,barri,2004,15214,74,789
la guineueta,barri,2005,14913,99,850
la guineueta,barri,2006,14711,110,873
