territori,tipus_de_territori,anys,poblacio.espanya,poblacio.resta de la unio europea,poblacio.resta del mon
el besos i el maresme,barri,2013,17117,640,5385
el besos i el maresme,barri,2014,17048,627,5165
el besos i el maresme,barri,2015,17336,592,4916
el besos i el maresme,barri,2016,17214,583,4985
el besos i el maresme,barri,2017,17068,687,5308
el besos i el maresme,barri,2018,17073,797,5848
el besos i el maresme,barri,2019,17002,965,6878
el besos i el maresme,barri,2020,16742,1042,7917
el besos i el maresme,barri,2021,16820,977,8315
el besos i el maresme,barri,2022,16979,1024,8342
el besos i el maresme,barri,2023,17111,1032,9742
provencals del poblenou,barri,1997,16700,36,132
provencals del poblenou,barri,1998,16976,40,191
provencals del poblenou,barri,1999,16841,36,240
provencals del poblenou,barri,2000,16792,38,276
provencals del poblenou,barri,2001,16678,43,409
provencals del poblenou,barri,2002,16610,67,779
provencals del poblenou,barri,2003,16468,97,1112
provencals del poblenou,barri,2004,16316,126,1253
provencals del poblenou,barri,2005,16266,180,1532
provencals del poblenou,barri,2006,16263,253,1670
provencals del poblenou,barri,2007,16530,437,1642
provencals del poblenou,barri,2008,16615,551,1689
provencals del poblenou,barri,2009,16794,625,1885
provencals del poblenou,barri,2010,16974,696,1924
provencals del poblenou,barri,2011,16955,682,1914
provencals del poblenou,barri,2012,17218,710,1948
provencals del poblenou,barri,2013,17345,748,1975
provencals del poblenou,barri,2014,17480,748,1870
provencals del poblenou,barri,2015,17654,752,1756
provencals del poblenou,barri,2016,17692,822,1867
provencals del poblenou,barri,2017,17623,907,1989
provencals del poblenou,barri,2018,17570,1004,2054
provencals del poblenou,barri,2019,17676,1166,2273
provencals del poblenou,barri,2020,17615,1238,2463
provencals del poblenou,barri,2021,17406,1185,2588
provencals del poblenou,barri,2022,17380,1225,2480
provencals del poblenou,barri,2023,17163,1278,2829
sant marti de provencals,barri,1997,27204,40,114
sant marti de provencals,barri,1998,27434,46,162
sant marti de provencals,barri,1999,27336,49,190
sant marti de provencals,barri,2000,26881,60,241
sant marti de provencals,barri,2001,26487,71,414
sant marti de provencals,barri,2002,26132,107,725
sant marti de provencals,barri,2003,25695,134,1094
sant marti de provencals,barri,2004,25218,171,1374
sant marti de provencals,barri,2005,24710,221,1649
sant marti de provencals,barri,2006,24183,281,1968
sant marti de provencals,barri,2007,23815,432,1870
sant marti de provencals,barri,2008,23522,546,2104
sant marti de provencals,barri,2009,23413,573,2301
sant marti de provencals,barri,2010,23355,569,2230
sant marti de provencals,barri,2011,23248,549,2357
sant marti de provencals,barri,2012,23213,541,2371
sant marti de provencals,barri,2013,23088,571,2341
sant marti de provencals,barri,2014,23074,590,2252
sant marti de provencals,barri,2015,23267,598,2106
sant marti de provencals,barri,2016,23182,609,2239
sant marti de provencals,barri,2017,22943,669,2575
sant marti de provencals,barri,2018,22794,690,2608
sant marti de provencals,barri,2019,22567,792,2807
sant marti de provencals,barri,2020,22343,794,3028
sant marti de provencals,barri,2021,22206,801,3219
sant marti de provencals,barri,2022,21898,824,3126
sant marti de provencals,barri,2023,21702,897,3565
la verneda i la pau,barri,1997,31971,37,114
la verneda i la pau,barri,1998,31915,35,147
la verneda i la pau,barri,1999,31482,45,172
la verneda i la pau,barri,2000,30855,52,233
la verneda i la pau,barri,2001,30180,58,437
la verneda i la pau,barri,2002,29742,65,792
la verneda i la pau,barri,2003,29235,78,1301
la verneda i la pau,barri,2004,28379,122,1736
la verneda i la pau,barri,2005,27800,160,1992
la verneda i la pau,barri,2006,27339,178,2271
la verneda i la pau,barri,2007,26956,325,2235
la verneda i la pau,barri,2008,26620,453,2495
la verneda i la pau,barri,2009,26394,481,2691
la verneda i la pau,barri,2010,26305,508,2647
la verneda i la pau,barri,2011,26042,464,2537
la verneda i la pau,barri,2012,26009,510,2711
la verneda i la pau,barri,2013,25920,528,2734
la verneda i la pau,barri,2014,25731,489,2587
la verneda i la pau,barri,2015,25768,500,2458
la verneda i la pau,barri,2016,25644,525,2503
la verneda i la pau,barri,2017,25415,569,2739
la verneda i la pau,barri,2018,25159,616,3037
la verneda i la pau,barri,2019,24903,673,3306
la verneda i la pau,barri,2020,24619,713,3544
la verneda i la pau,barri,2021,24384,703,3708
la verneda i la pau,barri,2022,24391,736,3626
la verneda i la pau,barri,2023,24199,745,4304
