territori,tipus_de_territori,anys,edat_mitjana.espanya,edat_mitjana.resta de la unio europea,edat_mitjana.resta del mon
la marina del prat vermell,barri,2012,44.80214366,NA,33.0378321
la marina del prat vermell,barri,2013,44.65990195,NA,32.25204985
la marina del prat vermell,barri,2014,45.00186678,NA,32.98869267
la marina del prat vermell,barri,2015,44.90241861,NA,34.31023073
la marina del prat vermell,barri,2016,44.20989413,NA,35.3962519
la marina del prat vermell,barri,2017,44.2608588,NA,34.93359134
la marina del prat vermell,barri,2018,44.54258233,NA,34.65139234
la marina del prat vermell,barri,2019,44.2822396,NA,35.35856071
la marina del prat vermell,barri,2020,44.95353401,NA,35.05842823
la marina del prat vermell,barri,2021,44.30777179,NA,35.12591698
la marina del prat vermell,barri,2022,42.67038111,37.0883291,36.94915744
la marina del prat vermell,barri,2023,42.2222446,33.67050285,37.19845748
la marina de port,barri,1997,39.06222086,42.16371772,31.44639666
la marina de port,barri,1998,39.34127343,43.54804402,30.68306143
la marina de port,barri,1999,39.7748477,41.73702947,30.7133342
la marina de port,barri,2000,40.20443919,41.5064528,29.81526892
la marina de port,barri,2001,40.56008227,39.7740318,29.7122748
la marina de port,barri,2002,40.87946497,37.71667626,29.88853751
la marina de port,barri,2003,41.33871001,36.92380595,30.17133604
la marina de port,barri,2004,41.76244188,36.74560799,29.97790501
la marina de port,barri,2005,42.23260679,35.26316287,30.16168616
la marina de port,barri,2006,42.50270057,35.52506455,30.49425633
la marina de port,barri,2007,42.81897319,33.47132101,30.80366247
la marina de port,barri,2008,43.19134885,33.16525663,30.83494711
la marina de port,barri,2009,43.43327236,33.01531288,31.06879138
la marina de port,barri,2010,43.74902773,33.77808742,31.24645482
la marina de port,barri,2011,43.90931496,33.67743999,31.39991309
la marina de port,barri,2012,44.10350276,34.39813657,31.8450456
la marina de port,barri,2013,44.30344048,34.7986961,32.28417351
la marina de port,barri,2014,44.60985472,35.26673889,32.79326194
la marina de port,barri,2015,44.83491619,35.92232529,32.86488775
la marina de port,barri,2016,45.04399951,36.31770342,33.05124484
la marina de port,barri,2017,45.33804732,36.36896432,33.23261658
la marina de port,barri,2018,45.69105994,36.04914529,33.35333897
la marina de port,barri,2019,45.99574168,36.36780521,33.5867961
la marina de port,barri,2020,46.28502872,36.43089535,33.89485766
la marina de port,barri,2021,46.55117449,36.99534783,34.45918291
la marina de port,barri,2022,46.89833628,37.32585654,34.99219269
la marina de port,barri,2023,47.09701136,37.38566041,35.17184755
la font de la guatlla,barri,1997,42.47427188,41.13302624,30.89667018
la font de la guatlla,barri,1998,42.54852497,42.40010642,31.21769412
la font de la guatlla,barri,1999,42.72210621,41.42213795,30.1060378
la font de la guatlla,barri,2000,43.10532866,38.95770023,29.51842903
la font de la guatlla,barri,2001,43.49489594,38.99226425,30.7829877
la font de la guatlla,barri,2002,43.67247296,36.03127994,30.20929127
la font de la guatlla,barri,2003,43.99143673,35.98318174,30.35472118
la font de la guatlla,barri,2004,44.55989691,34.43451406,30.59924409
la font de la guatlla,barri,2005,44.90794621,34.93533553,31.96908258
la font de la guatlla,barri,2006,45.44096626,35.41681336,32.19862369
la font de la guatlla,barri,2007,45.95566086,32.89684655,32.28636857
la font de la guatlla,barri,2008,46.44035205,32.43079127,32.11165625
la font de la guatlla,barri,2009,46.79254354,32.45447752,31.4428531
la font de la guatlla,barri,2010,46.80722557,32.39689566,31.89051141
la font de la guatlla,barri,2011,47.11344797,32.59794319,32.05793111
la font de la guatlla,barri,2012,47.4637162,32.45186464,32.82386479
la font de la guatlla,barri,2013,47.55194729,32.79465394,33.60001791
la font de la guatlla,barri,2014,47.74775187,33.05622633,33.96577688
la font de la guatlla,barri,2015,47.61159912,33.11606188,34.19190796
la font de la guatlla,barri,2016,47.9274463,33.50905966,34.6602188
la font de la guatlla,barri,2017,48.1123591,33.84113373,35.14581231
la font de la guatlla,barri,2018,48.34871663,34.60322982,35.12273443
la font de la guatlla,barri,2019,48.90447936,34.79669023,35.06042868
la font de la guatlla,barri,2020,49.31934572,35.057631,34.78303327
la font de la guatlla,barri,2021,49.35719609,35.90651958,35.81293239
la font de la guatlla,barri,2022,49.453814,36.2411316,34.15288446
la font de la guatlla,barri,2023,49.51805022,36.5788975,33.72334018
hostafrancs,barri,1997,44.19665258,38.03058929,29.7370911
hostafrancs,barri,1998,44.25949132,37.21510795,29.9707569
hostafrancs,barri,1999,44.5985903,37.00102222,32.18802458
hostafrancs,barri,2000,45.01893475,36.5473524,33.43081016
hostafrancs,barri,2001,45.45133072,36.83217505,31.86250267
hostafrancs,barri,2002,45.71291231,34.37878536,31.31280667
hostafrancs,barri,2003,45.95218063,34.88546783,31.12961014
hostafrancs,barri,2004,45.87368038,34.68574331,30.88106518
hostafrancs,barri,2005,46.16076316,34.22503029,31.01220027
hostafrancs,barri,2006,45.99240069,33.76626313,31.21004176
hostafrancs,barri,2007,46.13628928,33.37142358,31.09517861
hostafrancs,barri,2008,46.11178301,32.90741178,31.00386145
hostafrancs,barri,2009,46.36844889,33.08299024,31.22761107
hostafrancs,barri,2010,46.39950537,33.19425623,31.53972408
hostafrancs,barri,2011,46.59203427,33.72005874,31.68881783
hostafrancs,barri,2012,46.78639182,34.22985365,31.87557726
hostafrancs,barri,2013,46.80679004,33.98721042,32.46367568
hostafrancs,barri,2014,46.76795516,34.32392759,32.99599895
hostafrancs,barri,2015,46.60844052,34.68933705,33.0008213
hostafrancs,barri,2016,46.55452305,34.44659136,33.65367894
hostafrancs,barri,2017,46.63276496,34.59921084,33.3846951
hostafrancs,barri,2018,46.70406281,34.34290414,33.2780269
hostafrancs,barri,2019,46.84591704,34.76614805,33.65463353
hostafrancs,barri,2020,46.98842149,34.67731578,33.77328699
hostafrancs,barri,2021,47.21150245,35.40825089,34.28726169
hostafrancs,barri,2022,47.45979128,35.77054057,34.66311295
hostafrancs,barri,2023,47.42559843,35.78817246,34.85904185
la bordeta,barri,1997,40.89931669,39.20227674,30.80982099
la bordeta,barri,1998,41.17851833,39.73548149,30.50278048
la bordeta,barri,1999,41.6412991,35.4896233,31.76908517
la bordeta,barri,2000,41.96626055,35.2504573,31.29981786
la bordeta,barri,2001,42.35138603,34.80920338,31.10794874
la bordeta,barri,2002,42.59600755,33.89410385,30.54269778
la bordeta,barri,2003,43.2201649,33.56120832,30.71216552
la bordeta,barri,2004,43.85733113,32.98313142,30.53236014
la bordeta,barri,2005,44.23394417,32.83942504,31.37423218
la bordeta,barri,2006,44.72237374,32.63771024,31.09971585
la bordeta,barri,2007,44.97641282,32.14883954,30.57966017
la bordeta,barri,2008,45.29400345,32.18309814,30.90568971
la bordeta,barri,2009,45.56400112,32.20292531,30.8704594
la bordeta,barri,2010,45.84090393,32.54771932,31.85329419
la bordeta,barri,2011,46.25101705,33.5947614,31.88491905
la bordeta,barri,2012,46.42675109,33.80393879,32.16887991
la bordeta,barri,2013,46.68446227,34.06344472,32.56206411
la bordeta,barri,2014,46.95157113,34.93283458,33.18744439
la bordeta,barri,2015,47.07753249,35.54100121,33.08118811
la bordeta,barri,2016,47.27928675,35.29549858,33.09846464
la bordeta,barri,2017,47.40879474,35.70270577,33.97181283
la bordeta,barri,2018,47.51041973,35.8596204,34.01036574
la bordeta,barri,2019,47.47240336,35.7653553,34.13566202
la bordeta,barri,2020,47.627727899999996,36.19009149,34.29669092
la bordeta,barri,2021,47.64706541,35.97080605,35.10124429
la bordeta,barri,2022,47.69609066,36.51394661,35.63704653
la bordeta,barri,2023,47.72535638,37.30096803,35.26868862
sants-badal,barri,1997,42.17912835,35.36924889,30.14027338
sants-badal,barri,1998,42.4843292,36.25773133,29.94952233
sants-badal,barri,1999,42.83599542,36.83991175,30.31001904
sants-badal,barri,2000,43.25768588,38.26762496,30.53235801
sants-badal,barri,2001,43.68961136,38.08737425,30.54913594
sants-badal,barri,2002,44.06406243,37.29035922,30.24806295
sants-badal,barri,2003,44.4599685,35.212144,30.00526191
sants-badal,barri,2004,44.93861427,35.37136911,30.25598123
sants-badal,barri,2005,45.40805666,33.37187865,30.783798
sants-badal,barri,2006,45.75156487,33.22743299,31.15418293
sants-badal,barri,2007,46.00886743,32.50240438,30.97794585
sants-badal,barri,2008,46.35938462,32.03932415,31.45350763
sants-badal,barri,2009,46.55923459,32.29490661,31.81915762
sants-badal,barri,2010,46.52882685,32.98929148,31.97422182
sants-badal,barri,2011,46.79628256,33.85525211,31.92867236
sants-badal,barri,2012,46.994757130000004,34.20037805,32.40231278
sants-badal,barri,2013,47.22010114,34.26817781,32.48202288
sants-badal,barri,2014,47.48343118,34.33655907,32.41165496
sants-badal,barri,2015,47.6927723,34.90713,32.27116469
sants-badal,barri,2016,47.82140496,35.20804798,32.73994444
sants-badal,barri,2017,47.98468944,34.70773441,33.2480616
sants-badal,barri,2018,48.00455764,34.7323339,33.7149995
sants-badal,barri,2019,47.99615283,34.85786703,33.94647661
sants-badal,barri,2020,48.09732939,34.67384706,34.06680297
sants-badal,barri,2021,48.2206892,35.02453752,34.5630156
sants-badal,barri,2022,48.69005453,35.9754237,34.61726814
sants-badal,barri,2023,48.76282225,36.47059265,34.71614372
sants,barri,1997,44.8404669,40.64012959,31.91397218
sants,barri,1998,45.03814354,41.25875187,31.55013572
sants,barri,1999,45.18199989,41.39465365,32.50323758
sants,barri,2000,45.44533658,39.23511671,33.03639341
sants,barri,2001,45.6774279,38.98492298,31.61413003
sants,barri,2002,45.87047276,37.55317009,30.78465121
sants,barri,2003,46.15548738,36.14787166,30.46431488
sants,barri,2004,46.43608874,35.71027066,30.20186297
sants,barri,2005,46.70065033,35.26255856,30.40193943
sants,barri,2006,46.75190172,34.65898981,30.5389632
sants,barri,2007,46.8959993,33.66683245,30.97527774
sants,barri,2008,46.93630985,33.32522579,31.24414598
sants,barri,2009,46.94009892,33.56266896,31.34162311
sants,barri,2010,46.96321667,33.53758612,31.70201956
sants,barri,2011,46.93986823,33.37760742,32.28320632
sants,barri,2012,46.89514332,33.72043942,32.62624388
sants,barri,2013,47.01773305,34.0515292,32.79629325
sants,barri,2014,47.07079784,34.93627318,33.14101979
sants,barri,2015,47.03444517,35.08686119,33.6632826
sants,barri,2016,47.01068048,35.30669053,34.08759107
sants,barri,2017,46.97188157,35.36008884,33.95597927
sants,barri,2018,47.02270261,34.85988942,34.02909844
sants,barri,2019,47.24142627,34.93090673,33.8442082
sants,barri,2020,47.38544626,34.80644873,33.4848233
sants,barri,2021,47.48078057,35.17523494,34.02915644
sants,barri,2022,47.58096985,35.58051939,34.35364346
sants,barri,2023,47.48604548,35.52575407,34.55164056
les corts,districte,1997,41.29333669,41.876079850000004,35.18262302
les corts,districte,1998,41.59909977,41.26353182,34.56798894
les corts,districte,1999,42.05632427,40.95252769,34.52142195
les corts,districte,2000,42.47156114,40.50174616,33.81417529
les corts,districte,2001,42.92062037,40.10259221,32.71319145
les corts,districte,2002,43.42255338,37.98582,32.0531008
les corts,districte,2003,43.95888681,36.97899576,31.91236515
les corts,districte,2004,44.47987875,36.72975689,32.03161607
les corts,districte,2005,44.99748426,35.83970587,32.28701795
les corts,districte,2006,45.4335681,35.99979079,32.15405189
les corts,districte,2007,45.7951064,35.29234979,32.05320293
les corts,districte,2008,46.06943798,35.28165692,32.3802126
les corts,districte,2009,46.31048716,35.32484846,32.16160436
les corts,districte,2010,46.5537312,35.11478705,32.56616055
les corts,districte,2011,46.70075536,35.47248302,32.90603774
les corts,districte,2012,46.91864498,35.71841461,33.02611855
les corts,districte,2013,47.11014824,36.04753086,33.39844564
les corts,districte,2014,47.27211912,36.69285922,34.30799968
les corts,districte,2015,47.33253554,36.97701137,33.94646165
les corts,districte,2016,47.495184450000004,37.00413261,34.07220966
les corts,districte,2017,47.63979325,37.02292361,33.90846642
les corts,districte,2018,47.79933354,37.03908404,33.75604605
les corts,districte,2019,47.9881302,37.12264351,34.01383008
les corts,districte,2020,48.25542835,36.72837521,33.93447356
les corts,districte,2021,48.49960677,37.21017043,34.56757109
les corts,districte,2022,48.62502592,37.42991903,34.90805157
les corts,districte,2023,48.83696512,37.05120382,34.51457924
les corts,barri,1997,41.54182062,43.63356818,35.5874587
les corts,barri,1998,41.79714712,43.24061831,34.98959641
les corts,barri,1999,42.20925969,42.6006804,35.395245
les corts,barri,2000,42.61442099,42.55287357,35.01949709
les corts,barri,2001,43.03577165,42.36879536,33.63268399
les corts,barri,2002,43.54438736,40.35875934,32.68018978
les corts,barri,2003,44.07346964,38.68024012,32.02561159
les corts,barri,2004,44.56237,38.28082139,32.03876821
les corts,barri,2005,45.08453508,37.36747145,32.30849126
les corts,barri,2006,45.40566311,37.40208296,32.04005146
les corts,barri,2007,45.8085285,36.49389163,32.05641284
les corts,barri,2008,46.01263936,36.19787504,32.1865771
les corts,barri,2009,46.29963005,36.04565964,32.16371871
les corts,barri,2010,46.5743134,36.16815713,32.42852801
les corts,barri,2011,46.7427928,36.12877816,32.78941677
les corts,barri,2012,46.96234046,36.28516975,33.01109592
les corts,barri,2013,47.1675906,36.99298859,33.50392208
les corts,barri,2014,47.35328632,37.48641744,34.47703383
les corts,barri,2015,47.48610137,37.81403824,34.02380431
les corts,barri,2016,47.68576489,37.75675712,34.20426769
les corts,barri,2017,47.87770094,37.54708005,33.98648279
les corts,barri,2018,48.0223829,37.68525811,33.90387698
les corts,barri,2019,48.18942924,37.65387978,33.99051946
les corts,barri,2020,48.41648722,37.28179142,33.80765814
les corts,barri,2021,48.76292154,37.21397555,34.52913515
les corts,barri,2022,48.89974936,37.63457226,34.84335165
les corts,barri,2023,49.20430413,37.60394651,34.45860073
la maternitat i sant ramon,barri,1997,40.79823984,39.09398039,32.54944219
la maternitat i sant ramon,barri,1998,41.22686848,37.18734527,32.13116795
la maternitat i sant ramon,barri,1999,41.73709591,37.08636206,31.59127796
la maternitat i sant ramon,barri,2000,42.17366122,37.62126137,30.80055161
la maternitat i sant ramon,barri,2001,42.62890368,36.98060186,30.07926251
la maternitat i sant ramon,barri,2002,43.13201896,35.66779292,30.24646229
la maternitat i sant ramon,barri,2003,43.66833312,35.23487662,30.80783268
la maternitat i sant ramon,barri,2004,44.30081407,34.69422094,31.1916429
la maternitat i sant ramon,barri,2005,44.89581422,34.69631035,31.52623323
la maternitat i sant ramon,barri,2006,45.44404067,34.61566315,31.61309166
la maternitat i sant ramon,barri,2007,45.73142259,33.36132714,31.25501622
la maternitat i sant ramon,barri,2008,46.08994374,34.16434883,32.00518695
la maternitat i sant ramon,barri,2009,46.38037883,33.83988955,31.44998424
la maternitat i sant ramon,barri,2010,46.622208379999996,34.30555231,31.94904603
la maternitat i sant ramon,barri,2011,46.83384451,34.73383211,32.54032155
la maternitat i sant ramon,barri,2012,47.08769899,35.30458592,32.60159682
la maternitat i sant ramon,barri,2013,47.31539194,35.90084092,32.73422093
la maternitat i sant ramon,barri,2014,47.45861601,36.51074137,33.44569024
la maternitat i sant ramon,barri,2015,47.53165966,36.50482197,33.17755052
la maternitat i sant ramon,barri,2016,47.6844423,36.72339552,33.47328389
la maternitat i sant ramon,barri,2017,47.86069365,36.64813353,33.87603057
la maternitat i sant ramon,barri,2018,48.05354869,36.18479028,33.32360138
la maternitat i sant ramon,barri,2019,48.30582803,35.89315143,33.781071
la maternitat i sant ramon,barri,2020,48.55199447,35.52975085,33.79744533
la maternitat i sant ramon,barri,2021,48.71822282,36.46448944,34.36457659
la maternitat i sant ramon,barri,2022,48.97841321,35.91170953,34.73854555
la maternitat i sant ramon,barri,2023,49.22006015,36.09058726,34.79671231
pedralbes,barri,1997,41.36229108,41.21621087,37.05960753
pedralbes,barri,1998,41.59396427,41.01199042,36.10559171
pedralbes,barri,1999,42.12295656,40.80527785,35.77735625
pedralbes,barri,2000,42.53499446,39.43000342,34.6655169
pedralbes,barri,2001,43.08875809,38.81894688,34.09330561
pedralbes,barri,2002,43.55362254,36.41068794,33.49176204
pedralbes,barri,2003,44.1246073,35.92567145,33.67652841
pedralbes,barri,2004,44.53257606,35.96480201,33.62569166
pedralbes,barri,2005,44.85742938,34.50274191,33.75692136
pedralbes,barri,2006,45.52933124,34.95298071,33.63368611
pedralbes,barri,2007,45.87810793,34.8625751,33.68792093
pedralbes,barri,2008,46.26798958,34.56814985,33.99587726
pedralbes,barri,2009,46.20419077,35.1804538,33.70591897
pedralbes,barri,2010,46.31940973,33.94947001,34.57139938
pedralbes,barri,2011,46.23837167,34.85697208,34.19403455
pedralbes,barri,2012,46.37400244,35.04131036,34.0021897
pedralbes,barri,2013,46.43548409,34.6133401,34.4306669
pedralbes,barri,2014,46.53562534,35.44814602,35.53533618
pedralbes,barri,2015,46.27077536,35.87599753,35.31058464
pedralbes,barri,2016,46.30715128,35.91797647,34.80565425
pedralbes,barri,2017,46.19426158,36.42917406,33.72525691
pedralbes,barri,2018,46.33871177,36.53782679,34.05947628
pedralbes,barri,2019,46.47724182,37.1658568,34.51694367
pedralbes,barri,2020,46.95454453,36.76032802,34.65691816
pedralbes,barri,2021,46.95304808,37.94142712,35.08324058
pedralbes,barri,2022,46.76427055,38.59260477,35.49576953
pedralbes,barri,2023,46.58074044,36.83131668,34.14348534
sarria-sant gervasi,districte,1997,42.94968847,46.29832224,39.66547172
sarria-sant gervasi,districte,1998,42.9682948,45.29189886,39.28546211
sarria-sant gervasi,districte,1999,43.02526694,45.08176988,38.65854536
sarria-sant gervasi,districte,2000,43.03192464,45.00022696,37.52892545
sarria-sant gervasi,districte,2001,43.12874265,43.72022093,36.12963117
sarria-sant gervasi,districte,2002,43.22738178,41.31579383,35.13291031
sarria-sant gervasi,districte,2003,43.37651557,39.8498498,34.06238499
sarria-sant gervasi,districte,2004,43.53232722,38.93075529,33.93660573
sarria-sant gervasi,districte,2005,43.66381835,37.93811056,33.69571923
sarria-sant gervasi,districte,2006,43.82228806,37.38119382,33.95556956
sarria-sant gervasi,districte,2007,43.89378592,36.81526167,34.3344242
sarria-sant gervasi,districte,2008,43.9613571,36.51754693,34.04715319
sarria-sant gervasi,districte,2009,44.08243065,36.66727854,33.97003327
sarria-sant gervasi,districte,2010,44.07277315,36.59379938,34.31328758
sarria-sant gervasi,districte,2011,44.11477059,36.95845637,34.57144717
sarria-sant gervasi,districte,2012,44.19150279,37.2485632,34.90629543
sarria-sant gervasi,districte,2013,44.18854035,37.25160317,35.32071614
sarria-sant gervasi,districte,2014,44.25984522,37.39007704,35.36003678
sarria-sant gervasi,districte,2015,44.30470906,37.54319705,35.07179524
sarria-sant gervasi,districte,2016,44.32173813,37.37223008,35.26170899
sarria-sant gervasi,districte,2017,44.34734777,36.89375016,34.9427364
sarria-sant gervasi,districte,2018,44.46259191,36.79694769,34.78708879
sarria-sant gervasi,districte,2019,44.7044877,36.68495133,35.03741185
sarria-sant gervasi,districte,2020,44.89354506,36.49306486,34.89760253
sarria-sant gervasi,districte,2021,45.10806244,36.4259924,35.56810134
sarria-sant gervasi,districte,2022,45.3452625,36.69783882,35.80995112
sarria-sant gervasi,districte,2023,45.45639692,36.48298322,35.46218369
"vallvidrera, el tibidabo i les planes",barri,1997,39.06979766,34.16449925,34.60401826
"vallvidrera, el tibidabo i les planes",barri,1998,38.79467485,34.70366568,35.61591864
"vallvidrera, el tibidabo i les planes",barri,1999,38.55309676,33.6125637,36.58889871
"vallvidrera, el tibidabo i les planes",barri,2000,38.6951222,35.42630617,36.09878162
"vallvidrera, el tibidabo i les planes",barri,2001,38.79703028,35.69733186,33.87090816
"vallvidrera, el tibidabo i les planes",barri,2002,39.54782692,35.33719308,36.44250109
"vallvidrera, el tibidabo i les planes",barri,2003,39.23924342,34.49128999,33.85178275
"vallvidrera, el tibidabo i les planes",barri,2004,39.0613253,33.82540402,34.16515324
"vallvidrera, el tibidabo i les planes",barri,2005,39.46708444,34.01975985,34.85603951
"vallvidrera, el tibidabo i les planes",barri,2006,39.53062762,34.56057182,35.09615316
"vallvidrera, el tibidabo i les planes",barri,2007,40.11540274,34.3210833,35.45143587
"vallvidrera, el tibidabo i les planes",barri,2008,40.18050379,34.62264539,35.59289768
"vallvidrera, el tibidabo i les planes",barri,2009,40.80728773,34.85942244,35.87921757
"vallvidrera, el tibidabo i les planes",barri,2010,41.06905835,36.20798733,36.02359213
"vallvidrera, el tibidabo i les planes",barri,2011,41.13185541,37.37912442,37.47848535
"vallvidrera, el tibidabo i les planes",barri,2012,41.4328812,36.92663387,35.77739857
"vallvidrera, el tibidabo i les planes",barri,2013,40.99149651,36.35831935,36.5981042
"vallvidrera, el tibidabo i les planes",barri,2014,41.04224834,36.2638844,35.92134456
"vallvidrera, el tibidabo i les planes",barri,2015,41.21428889,36.11897399,34.13190263
"vallvidrera, el tibidabo i les planes",barri,2016,41.04524598,36.59495339,35.94694145
"vallvidrera, el tibidabo i les planes",barri,2017,41.09158655,36.76181189,36.88233869
"vallvidrera, el tibidabo i les planes",barri,2018,40.99314602,36.88498166,36.92473883
"vallvidrera, el tibidabo i les planes",barri,2019,41.51962204,37.12629101,37.61512475
"vallvidrera, el tibidabo i les planes",barri,2020,41.91711942,37.01331934,35.52347914
"vallvidrera, el tibidabo i les planes",barri,2021,42.03278568,37.66524658,38.05165212
"vallvidrera, el tibidabo i les planes",barri,2022,42.30718021,38.12865771,38.63053559
"vallvidrera, el tibidabo i les planes",barri,2023,42.97109623,38.27194736,38.33883716
sarria,barri,1997,42.84901842,41.56686344,37.27779404
sarria,barri,1998,42.80999933,39.60213467,35.32271919
sarria,barri,1999,42.79606256,39.10816203,33.71235833
sarria,barri,2000,42.72064252,38.96177937,33.24046921
sarria,barri,2001,42.95157989,38.32000719,32.95464362
sarria,barri,2002,43.13007499,36.7432704,32.97001718
sarria,barri,2003,43.107,36.21378908,32.26648712
sarria,barri,2004,43.20936505,36.00503525,32.0583168
sarria,barri,2005,43.0951528,35.27594007,31.68612292
sarria,barri,2006,43.17165103,35.15487283,32.16424525
sarria,barri,2007,43.3449481,34.85240991,33.04702767
sarria,barri,2008,43.42273651,34.92781,33.08184741
sarria,barri,2009,43.46718414,35.05619294,33.13171213
sarria,barri,2010,43.35464369,34.7078222,33.58565019
sarria,barri,2011,43.40099965,35.44773925,33.72002837
sarria,barri,2012,43.3223972,35.47617828,34.10050647
sarria,barri,2013,43.36103748,35.47318682,33.90781713
sarria,barri,2014,43.36679987,36.19736428,34.62319241
sarria,barri,2015,43.41517271,36.36169239,34.75875623
sarria,barri,2016,43.55781238,36.26904771,34.47946849
sarria,barri,2017,43.61404733,35.93340267,34.09269859
sarria,barri,2018,43.8734879,35.69327378,33.81240433
sarria,barri,2019,44.22738818,35.952943,34.02503834
sarria,barri,2020,44.46275837,35.74546169,34.45626215
sarria,barri,2021,44.57372222,35.79168848,35.1206947
sarria,barri,2022,44.8205119,35.95776769,35.88059025
sarria,barri,2023,45.07465891,36.26484421,35.35625598
les tres torres,barri,1997,40.50253458,44.0842689,39.93030419
les tres torres,barri,1998,40.59792133,43.19921025,39.53994031
les tres torres,barri,1999,40.76726359,43.90037092,37.96080977
les tres torres,barri,2000,41.01680133,43.81440457,37.40312726
les tres torres,barri,2001,41.03142824,41.7103059,35.99026951
les tres torres,barri,2002,41.07612824,39.93167198,35.24554875
les tres torres,barri,2003,41.2137783,39.26659279,34.41611445
les tres torres,barri,2004,41.27165815,38.71202858,34.20381324
les tres torres,barri,2005,41.41765779,39.4321073,34.25293604
les tres torres,barri,2006,41.82384356,38.32394369,34.53196203
les tres torres,barri,2007,41.89735788,37.53613607,34.80619579
les tres torres,barri,2008,41.9632861,37.57775808,34.93484276
les tres torres,barri,2009,41.95096399,37.94404818,34.8465776
les tres torres,barri,2010,41.97690153,38.66181814,34.96777059
les tres torres,barri,2011,42.14041886,39.21832745,34.84740276
les tres torres,barri,2012,42.37557563,39.36313663,34.39538797
les tres torres,barri,2013,42.53185393,39.80180181,34.40429615
les tres torres,barri,2014,42.61311068,40.00909001,33.37300882
les tres torres,barri,2015,42.822152,39.96884214,32.74173199
les tres torres,barri,2016,42.8691825,40.28185714,35.16496867
les tres torres,barri,2017,42.95498312,39.44960409,35.16383008
les tres torres,barri,2018,43.0368154,39.13384433,34.63242018
les tres torres,barri,2019,43.43716321,38.50658002,35.74931728
les tres torres,barri,2020,43.72517466,38.59912924,35.9747359
les tres torres,barri,2021,43.92252967,38.25292768,36.25047913
les tres torres,barri,2022,44.34706511,38.62945642,37.35933536
les tres torres,barri,2023,44.37584905,37.87074263,36.81654678
sant gervasi-la bonanova,barri,1997,43.76044691,48.01455881,38.86271551
sant gervasi-la bonanova,barri,1998,43.61286264,46.95426764,38.86816538
sant gervasi-la bonanova,barri,1999,43.51817012,47.13618551,39.14360462
sant gervasi-la bonanova,barri,2000,43.4071959,46.83120724,38.17191569
sant gervasi-la bonanova,barri,2001,43.43144171,46.58203971,36.18689658
sant gervasi-la bonanova,barri,2002,43.52731939,44.00955146,35.40569853
sant gervasi-la bonanova,barri,2003,43.72677759,42.4512258,34.07462848
sant gervasi-la bonanova,barri,2004,43.96957311,40.84981013,34.27379213
sant gervasi-la bonanova,barri,2005,44.26289347,39.58197362,34.1944171
sant gervasi-la bonanova,barri,2006,44.56156729,39.6099941,34.39041163
sant gervasi-la bonanova,barri,2007,44.62281196,38.72447166,34.34842533
sant gervasi-la bonanova,barri,2008,44.55687908,37.88585796,33.20694856
sant gervasi-la bonanova,barri,2009,44.63840913,37.71519006,33.1969446
sant gervasi-la bonanova,barri,2010,44.28406714,37.18722715,33.50490496
sant gervasi-la bonanova,barri,2011,44.29743714,37.31730446,33.96772203
sant gervasi-la bonanova,barri,2012,44.27242928,37.33505465,34.77198947
sant gervasi-la bonanova,barri,2013,44.29263999,37.29681957,36.13243539
sant gervasi-la bonanova,barri,2014,44.35169043,37.88768388,36.30086479
sant gervasi-la bonanova,barri,2015,44.40886451,38.13645933,35.91560988
sant gervasi-la bonanova,barri,2016,44.48558208,37.75753041,35.25216794
sant gervasi-la bonanova,barri,2017,44.50905606,36.66552449,34.49260729
sant gervasi-la bonanova,barri,2018,44.5811048,36.79243237,34.55620844
sant gervasi-la bonanova,barri,2019,44.84167227,35.66376272,34.84140604
sant gervasi-la bonanova,barri,2020,45.04737469,35.86385788,33.73262397
sant gervasi-la bonanova,barri,2021,45.28655618,35.28877551,34.64831502
sant gervasi-la bonanova,barri,2022,45.52831513,35.33411195,34.96464856
sant gervasi-la bonanova,barri,2023,45.50318731,35.36115756,34.73890426
sant gervasi-galvany,barri,1997,44.02021874,49.85517682,41.64965854
sant gervasi-galvany,barri,1998,44.14409387,49.57616807,41.3198588
sant gervasi-galvany,barri,1999,44.14547371,49.52258931,41.24864248
sant gervasi-galvany,barri,2000,44.14747628,49.56610652,40.10914818
sant gervasi-galvany,barri,2001,44.20902313,47.94036403,38.70724204
sant gervasi-galvany,barri,2002,44.29203413,44.90754654,36.7528841
sant gervasi-galvany,barri,2003,44.48479172,42.69150418,35.57049556
sant gervasi-galvany,barri,2004,44.61170883,41.31305638,35.41978376
sant gervasi-galvany,barri,2005,44.69890152,39.4739276,34.92673227
sant gervasi-galvany,barri,2006,44.71471797,38.89501136,35.19682409
sant gervasi-galvany,barri,2007,44.7252696,38.37367016,35.31667701
sant gervasi-galvany,barri,2008,44.73740974,37.75890257,35.15907824
sant gervasi-galvany,barri,2009,44.89437106,37.90511749,34.72736259
sant gervasi-galvany,barri,2010,45.05171906,37.67407086,35.31710672
sant gervasi-galvany,barri,2011,45.06737212,37.94588595,35.35937644
sant gervasi-galvany,barri,2012,45.20737544,38.60366571,35.70941198
sant gervasi-galvany,barri,2013,45.16843192,38.75567457,36.05610085
sant gervasi-galvany,barri,2014,45.26162501,38.13960179,36.05378594
sant gervasi-galvany,barri,2015,45.25583977,38.32611996,35.85978286
sant gervasi-galvany,barri,2016,45.20836723,37.91944183,35.72970122
