territori,tipus_de_territori,anys,sense estudis_espanya,sense estudis_resta de la unio europea,sense estudis_resta del mon,"estudis primaris, certificat d'escolaritat, egb_espanya","estudis primaris, certificat d'escolaritat, egb_resta de la unio europea","estudis primaris, certificat d'escolaritat, egb_resta del mon","batxillerat elemental, graduat escolar, eso, fpi_espanya","batxillerat elemental, graduat escolar, eso, fpi_resta de la unio europea","batxillerat elemental, graduat escolar, eso, fpi_resta del mon","batxillerat superior, bup, cou, fpii, cfgm grau mitja_espanya","batxillerat superior, bup, cou, fpii, cfgm grau mitja_resta de la unio europea","batxillerat superior, bup, cou, fpii, cfgm grau mitja_resta del mon","estudis universitaris, cfgs grau superior_espanya","estudis universitaris, cfgs grau superior_resta de la unio europea","estudis universitaris, cfgs grau superior_resta del mon"
el camp de l'arpa del clot,barri,2015,1472,NA,53,4711,98,936,6822,165,810,7917,361,813,7314,836,962
el camp de l'arpa del clot,barri,2016,936,NA,10,5142,82,955,6604,163,789,7923,375,800,7496,912,1051
el camp de l'arpa del clot,barri,2017,849,NA,8,4892,77,885,6589,174,875,7784,407,857,7651,1029,1286
el camp de l'arpa del clot,barri,2018,769,NA,8,4656,71,842,6582,178,959,7684,420,910,7807,1187,1403
el camp de l'arpa del clot,barri,2019,706,NA,8,4488,79,849,6361,201,1020,7651,517,1042,8036,1346,1575
el camp de l'arpa del clot,barri,2020,629,NA,10,4257,75,836,6367,236,1117,7574,538,1188,8152,1448,1752
el camp de l'arpa del clot,barri,2021,538,NA,12,4039,67,810,6206,234,1235,7604,527,1267,8258,1417,1876
el camp de l'arpa del clot,barri,2022,473,NA,5,3849,74,729,6112,221,1186,7567,553,1176,8365,1506,1780
el camp de l'arpa del clot,barri,2023,403,NA,5,3664,64,731,6029,212,1258,7339,544,1326,8525,1594,2000
el clot,barri,1997,2466,NA,8,5216,9,41,4290,6,21,4223,18,52,2366,11,46
el clot,barri,1998,2396,NA,8,5262,11,57,4329,6,29,4241,20,68,2391,13,63
el clot,barri,1999,2331,NA,14,5265,14,83,4368,9,35,4342,26,101,2446,14,74
el clot,barri,2000,2253,NA,19,5238,14,105,4446,11,41,4482,36,134,2554,24,95
el clot,barri,2001,2188,8,21,5228,18,194,4464,10,70,4589,42,249,2663,29,144
el clot,barri,2002,2097,6,42,4724,22,319,4838,20,220,5661,59,426,3013,52,227
el clot,barri,2003,2013,8,55,4599,30,432,4929,27,369,5631,72,531,3148,74,322
el clot,barri,2004,1894,11,55,4458,34,528,4876,36,398,5499,78,558,3238,105,361
el clot,barri,2005,1838,NA,59,4378,33,620,4879,44,456,5379,107,612,3377,141,414
el clot,barri,2006,1752,NA,59,4255,43,676,4869,62,500,5236,112,637,3484,173,463
el clot,barri,2007,1673,5,52,4165,69,600,4815,89,463,5150,169,534,3587,240,444
el clot,barri,2008,1705,NA,61,4082,99,641,4842,127,547,5064,212,568,3628,293,450
el clot,barri,2009,1611,NA,60,3953,89,723,4893,145,602,5061,239,612,3747,351,541
el clot,barri,2010,1498,NA,48,3774,89,709,4980,137,608,5235,249,570,3908,398,565
el clot,barri,2011,1336,NA,50,3672,83,692,5081,117,581,5280,218,612,4089,388,571
el clot,barri,2012,1224,NA,49,3630,76,695,5184,114,617,5541,233,606,4224,418,591
el clot,barri,2013,1148,NA,51,3549,70,704,5093,123,611,5571,244,560,4376,436,579
el clot,barri,2014,1086,NA,56,3446,70,715,5095,129,549,5582,243,487,4491,470,556
el clot,barri,2015,1016,NA,49,3391,81,649,5141,127,466,5585,245,454,4673,475,534
el clot,barri,2016,632,NA,5,3694,84,705,5043,105,507,5581,247,448,4807,509,565
el clot,barri,2017,571,NA,10,3550,79,630,5097,122,559,5558,275,500,4869,562,682
el clot,barri,2018,520,NA,12,3383,73,595,5095,135,598,5446,285,525,5040,623,753
el clot,barri,2019,452,NA,11,3235,78,583,4918,149,637,5415,314,590,5203,697,812
el clot,barri,2020,411,NA,8,3121,78,594,4838,181,679,5357,334,645,5277,786,864
el clot,barri,2021,362,NA,8,3038,77,556,4846,164,642,5369,319,666,5327,803,963
el clot,barri,2022,312,NA,7,2896,68,467,4757,161,621,5364,340,690,5406,873,969
el clot,barri,2023,261,NA,7,2808,56,456,4715,142,647,5226,342,713,5595,929,1086
el parc i la llacuna del poblenou,barri,1997,1392,NA,13,2777,7,26,2177,5,29,2247,7,54,1470,27,44
el parc i la llacuna del poblenou,barri,1998,1348,NA,20,2774,7,42,2187,6,31,2250,9,64,1455,31,52
el parc i la llacuna del poblenou,barri,1999,1275,NA,18,2747,9,52,2191,6,31,2242,14,67,1472,32,72
el parc i la llacuna del poblenou,barri,2000,1215,NA,27,2704,11,72,2176,6,32,2247,16,83,1503,38,89
el parc i la llacuna del poblenou,barri,2001,1148,NA,31,2634,11,186,2112,6,71,2171,19,158,1522,41,128
el parc i la llacuna del poblenou,barri,2002,1089,NA,48,2330,9,259,2225,17,145,2571,47,246,1616,56,198
el parc i la llacuna del poblenou,barri,2003,1039,NA,56,2255,15,357,2222,23,225,2572,58,335,1690,97,297
el parc i la llacuna del poblenou,barri,2004,987,NA,52,2170,21,404,2200,33,270,2496,61,356,1770,124,341
el parc i la llacuna del poblenou,barri,2005,942,NA,46,2100,26,463,2189,38,286,2433,77,347,1804,148,356
el parc i la llacuna del poblenou,barri,2006,910,NA,44,2043,29,466,2188,46,318,2402,100,338,1923,220,388
el parc i la llacuna del poblenou,barri,2007,868,5,22,1998,49,391,2160,75,275,2392,128,273,1955,291,337
el parc i la llacuna del poblenou,barri,2008,870,7,21,1930,68,349,2136,105,280,2358,152,291,1976,343,353
el parc i la llacuna del poblenou,barri,2009,812,8,26,1826,64,356,2190,104,291,2359,197,290,2036,410,449
el parc i la llacuna del poblenou,barri,2010,741,5,22,1738,62,317,2266,110,270,2420,219,292,2133,477,474
el parc i la llacuna del poblenou,barri,2011,682,NA,17,1712,55,330,2290,102,323,2470,210,318,2295,493,506
el parc i la llacuna del poblenou,barri,2012,622,5,19,1697,53,321,2317,102,314,2678,227,308,2481,563,526
el parc i la llacuna del poblenou,barri,2013,600,5,21,1668,61,305,2286,101,269,2755,247,334,2624,637,544
el parc i la llacuna del poblenou,barri,2014,564,NA,17,1656,73,328,2317,95,277,2749,259,306,2775,645,585
el parc i la llacuna del poblenou,barri,2015,526,NA,22,1599,71,328,2324,93,266,2760,252,300,2897,637,579
el parc i la llacuna del poblenou,barri,2016,307,NA,NA,1793,71,381,2250,84,262,2807,260,323,2976,682,573
el parc i la llacuna del poblenou,barri,2017,283,NA,NA,1690,64,358,2277,99,291,2801,282,365,3075,743,707
el parc i la llacuna del poblenou,barri,2018,271,NA,NA,1637,68,380,2315,117,325,2777,292,349,3181,770,731
el parc i la llacuna del poblenou,barri,2019,252,NA,NA,1599,70,347,2299,122,352,2767,313,381,3235,905,771
el parc i la llacuna del poblenou,barri,2020,236,NA,NA,1525,69,341,2345,128,373,2744,329,408,3374,983,790
el parc i la llacuna del poblenou,barri,2021,212,NA,NA,1483,60,322,2288,110,391,2773,297,429,3444,931,934
el parc i la llacuna del poblenou,barri,2022,191,NA,NA,1423,53,309,2262,120,360,2765,323,449,3498,1006,940
el parc i la llacuna del poblenou,barri,2023,164,NA,NA,1336,51,310,2292,118,414,2713,327,511,3587,1119,1098
la vila olimpica del poblenou,barri,1997,259,NA,NA,614,NA,8,641,NA,11,1110,22,31,1864,54,43
la vila olimpica del poblenou,barri,1998,253,NA,NA,605,NA,12,660,NA,14,1184,25,31,1990,60,53
la vila olimpica del poblenou,barri,1999,244,NA,NA,602,5,17,657,NA,15,1200,31,39,2096,76,59
la vila olimpica del poblenou,barri,2000,230,NA,NA,609,6,21,669,NA,15,1229,34,39,2196,96,63
la vila olimpica del poblenou,barri,2001,221,NA,NA,587,7,30,664,5,22,1227,40,53,2247,124,92
la vila olimpica del poblenou,barri,2002,218,NA,6,509,8,41,656,17,40,1447,66,75,2354,168,129
la vila olimpica del poblenou,barri,2003,211,NA,5,478,9,46,683,19,57,1472,70,101,2378,201,185
la vila olimpica del poblenou,barri,2004,199,NA,7,462,14,64,687,27,59,1425,83,109,2396,250,235
la vila olimpica del poblenou,barri,2005,195,7,7,453,18,75,711,33,82,1476,96,129,2484,302,283
la vila olimpica del poblenou,barri,2006,182,NA,10,449,26,87,743,43,85,1456,102,127,2555,321,308
la vila olimpica del poblenou,barri,2007,183,NA,7,431,28,69,746,62,66,1456,117,102,2617,374,264
la vila olimpica del poblenou,barri,2008,207,NA,8,435,34,74,770,77,70,1453,135,100,2656,444,283
la vila olimpica del poblenou,barri,2009,207,NA,7,407,34,70,777,66,80,1427,146,118,2705,501,314
la vila olimpica del poblenou,barri,2010,187,NA,6,402,36,71,806,61,83,1465,154,117,2791,515,307
la vila olimpica del poblenou,barri,2011,151,NA,9,395,33,76,856,49,79,1481,137,116,2866,526,299
la vila olimpica del poblenou,barri,2012,125,NA,6,389,24,70,948,48,59,1622,137,118,2912,571,309
la vila olimpica del poblenou,barri,2013,115,NA,5,382,28,65,965,47,53,1680,139,96,2953,587,307
la vila olimpica del poblenou,barri,2014,110,NA,5,371,28,51,967,49,56,1682,144,104,3024,608,310
la vila olimpica del poblenou,barri,2015,103,NA,8,357,23,52,946,38,57,1717,124,76,3100,591,303
la vila olimpica del poblenou,barri,2016,60,NA,NA,453,25,58,857,35,65,1736,124,78,3165,574,287
la vila olimpica del poblenou,barri,2017,51,NA,NA,421,21,64,874,31,80,1752,110,79,3188,578,340
la vila olimpica del poblenou,barri,2018,53,NA,NA,404,17,47,948,37,83,1683,123,85,3209,581,334
la vila olimpica del poblenou,barri,2019,48,NA,NA,393,17,55,850,47,88,1667,121,95,3243,624,367
la vila olimpica del poblenou,barri,2020,46,NA,NA,366,24,68,870,56,94,1695,132,87,3250,653,394
la vila olimpica del poblenou,barri,2021,41,NA,NA,374,29,58,808,54,114,1729,137,106,3269,630,491
la vila olimpica del poblenou,barri,2022,34,NA,NA,373,34,47,825,55,111,1679,145,117,3319,679,484
la vila olimpica del poblenou,barri,2023,32,NA,NA,371,33,58,865,56,112,1551,136,120,3316,678,569
el poblenou,barri,1997,3890,NA,11,6777,10,50,4113,6,25,3677,17,38,1642,11,40
el poblenou,barri,1998,3735,NA,16,6733,17,59,4180,6,25,3784,17,45,1688,14,40
el poblenou,barri,1999,3589,NA,36,6649,19,90,4212,6,20,3788,18,67,1735,23,56
el poblenou,barri,2000,3416,NA,32,6513,23,130,4198,7,30,3811,21,87,1783,32,63
el poblenou,barri,2001,3232,NA,37,6319,26,229,4213,5,91,3911,23,217,1940,42,115
el poblenou,barri,2002,3076,5,54,5686,30,366,4640,19,237,4923,57,378,2301,70,174
el poblenou,barri,2003,2943,NA,82,5512,39,568,4757,35,338,5181,79,510,2763,127,295
el poblenou,barri,2004,2755,NA,80,5284,41,677,4803,56,382,5161,107,541,3092,228,407
el poblenou,barri,2005,2608,NA,117,5169,63,795,4850,80,440,5247,144,569,3385,298,491
el poblenou,barri,2006,2457,NA,92,4982,69,896,4846,114,490,5229,191,596,3592,414,562
el poblenou,barri,2007,2314,NA,77,4780,114,826,4880,173,470,5221,259,503,3892,535,517
el poblenou,barri,2008,2262,6,83,4643,134,848,4916,214,543,5267,332,529,4082,681,555
el poblenou,barri,2009,2123,NA,85,4419,132,875,4981,224,600,5311,377,555,4233,792,644
el poblenou,barri,2010,1985,NA,69,4289,110,849,5075,212,561,5485,411,516,4458,894,694
el poblenou,barri,2011,1831,NA,59,4217,89,862,5199,180,563,5729,367,528,4900,965,754
el poblenou,barri,2012,1676,NA,61,4049,92,834,5271,198,567,6043,394,557,5198,1073,851
el poblenou,barri,2013,1558,NA,49,3925,95,807,5290,227,577,6050,422,587,5440,1206,864
el poblenou,barri,2014,1489,NA,47,3800,93,781,5221,209,536,6118,431,533,5728,1281,854
el poblenou,barri,2015,1402,6,42,3705,95,690,5263,213,486,6189,475,490,6100,1386,833
el poblenou,barri,2016,830,NA,9,4164,112,717,5123,198,477,6229,478,488,6369,1486,859
el poblenou,barri,2017,736,NA,6,3967,96,627,5178,218,566,6225,504,509,6488,1613,1020
el poblenou,barri,2018,647,NA,7,3787,92,538,5209,225,578,6143,520,510,6684,1678,1156
el poblenou,barri,2019,572,NA,8,3593,112,536,4977,244,596,6052,572,556,6827,1929,1302
el poblenou,barri,2020,508,NA,7,3416,120,526,5057,268,635,6087,602,593,6922,2132,1379
el poblenou,barri,2021,417,NA,7,3282,102,501,5079,253,633,6091,577,656,7102,2048,1747
el poblenou,barri,2022,369,NA,5,3083,106,455,4959,258,599,6097,580,672,7256,2180,1767
el poblenou,barri,2023,318,NA,6,2979,101,426,5034,243,648,5868,580,732,7409,2254,1993
diagonal mar i el front maritim del poblenou,barri,1997,905,NA,NA,1145,NA,6,771,NA,5,623,NA,6,213,NA,6
diagonal mar i el front maritim del poblenou,barri,1998,874,NA,NA,1151,NA,9,763,NA,NA,615,NA,7,216,NA,5
diagonal mar i el front maritim del poblenou,barri,1999,830,NA,NA,1137,NA,9,777,NA,NA,611,NA,8,211,NA,5
diagonal mar i el front maritim del poblenou,barri,2000,821,NA,NA,1155,NA,9,819,NA,NA,633,NA,10,241,NA,5
diagonal mar i el front maritim del poblenou,barri,2001,796,NA,NA,1220,NA,8,925,NA,8,805,5,14,459,7,8
diagonal mar i el front maritim del poblenou,barri,2002,799,NA,NA,1164,NA,30,1133,6,22,1218,11,43,854,22,40
diagonal mar i el front maritim del poblenou,barri,2003,796,NA,7,1228,7,72,1216,10,40,1426,22,75,1150,49,86
diagonal mar i el front maritim del poblenou,barri,2004,787,NA,5,1252,10,80,1266,18,57,1574,37,87,1430,103,142
diagonal mar i el front maritim del poblenou,barri,2005,748,NA,7,1236,19,108,1319,30,91,1659,52,122,1636,162,186
diagonal mar i el front maritim del poblenou,barri,2006,703,NA,10,1207,17,139,1326,41,119,1668,63,143,1726,217,232
diagonal mar i el front maritim del poblenou,barri,2007,690,NA,13,1215,31,110,1332,58,109,1708,86,129,1821,261,250
diagonal mar i el front maritim del poblenou,barri,2008,682,NA,8,1204,36,149,1348,68,122,1742,107,127,1840,329,252
diagonal mar i el front maritim del poblenou,barri,2009,648,NA,17,1200,38,160,1423,70,150,1829,122,153,1992,398,304
diagonal mar i el front maritim del poblenou,barri,2010,619,NA,9,1152,44,118,1507,75,144,1962,125,181,2235,463,334
diagonal mar i el front maritim del poblenou,barri,2011,585,NA,6,1149,41,127,1624,60,143,2119,132,182,2551,495,387
diagonal mar i el front maritim del poblenou,barri,2012,555,NA,7,1135,43,135,1662,58,153,2231,136,230,2745,532,409
diagonal mar i el front maritim del poblenou,barri,2013,531,NA,6,1116,39,157,1670,63,162,2249,144,221,2833,598,465
diagonal mar i el front maritim del poblenou,barri,2014,510,NA,9,1109,47,157,1701,63,140,2292,153,187,2925,609,463
diagonal mar i el front maritim del poblenou,barri,2015,478,NA,8,1084,44,169,1720,67,142,2335,157,175,3047,594,461
diagonal mar i el front maritim del poblenou,barri,2016,281,NA,NA,1264,38,151,1663,62,131,2354,153,187,3103,584,499
diagonal mar i el front maritim del poblenou,barri,2017,252,NA,NA,1220,45,156,1709,75,164,2335,144,213,3124,628,599
diagonal mar i el front maritim del poblenou,barri,2018,230,NA,NA,1177,42,154,1744,68,187,2308,143,226,3099,635,659
diagonal mar i el front maritim del poblenou,barri,2019,212,NA,NA,1128,43,149,1692,78,177,2270,165,218,3155,682,692
diagonal mar i el front maritim del poblenou,barri,2020,194,NA,NA,1102,40,141,1753,85,194,2186,164,242,3151,680,706
diagonal mar i el front maritim del poblenou,barri,2021,175,NA,NA,1086,37,153,1749,71,206,2213,159,282,3157,676,810
diagonal mar i el front maritim del poblenou,barri,2022,151,NA,NA,1067,45,142,1747,79,214,2223,182,259,3186,726,773
diagonal mar i el front maritim del poblenou,barri,2023,139,NA,NA,1023,35,137,1794,84,232,2129,176,286,3206,721,926
el besos i el maresme,barri,1997,4823,NA,NA,5640,5,24,4137,NA,10,2318,5,30,705,8,10
el besos i el maresme,barri,1998,4703,NA,8,5626,6,26,4181,NA,17,2309,6,40,690,7,14
el besos i el maresme,barri,1999,4533,NA,10,5550,7,42,4131,NA,17,2300,6,40,683,7,16
el besos i el maresme,barri,2000,4362,NA,11,5473,7,59,4062,NA,20,2279,6,58,670,7,19
el besos i el maresme,barri,2001,4178,NA,17,5392,8,126,3987,5,58,2198,9,123,640,8,55
el besos i el maresme,barri,2002,4056,NA,31,4901,8,274,4352,8,147,2705,15,252,748,7,93
el besos i el maresme,barri,2003,3887,NA,70,4790,11,676,4340,10,268,2629,15,394,745,13,146
el besos i el maresme,barri,2004,3696,NA,97,4648,18,933,4276,17,382,2549,18,483,763,22,198
el besos i el maresme,barri,2005,3550,NA,143,4489,29,1292,4276,19,478,2456,29,554,793,30,265
el besos i el maresme,barri,2006,3386,NA,158,4308,36,1647,4249,31,633,2400,32,612,818,39,343
el besos i el maresme,barri,2007,3185,10,186,4117,116,1627,4163,71,642,2321,79,582,858,80,317
el besos i el maresme,barri,2008,3118,17,196,3983,172,2191,4233,123,1001,2321,115,727,901,106,443
el besos i el maresme,barri,2009,2925,14,208,3833,177,2505,4365,136,1178,2354,123,787,967,123,521
el besos i el maresme,barri,2010,2769,17,206,3706,140,2468,4485,115,1165,2445,112,711,1009,130,499
el besos i el maresme,barri,2011,2567,21,199,3700,129,2554,4553,122,1136,2547,121,653,1066,134,519
el besos i el maresme,barri,2012,2433,13,193,3635,142,2362,4636,129,1106,2716,115,606,1138,124,510
el besos i el maresme,barri,2013,2273,14,133,3587,146,2105,4672,125,1070,2719,131,568,1177,141,442
el besos i el maresme,barri,2014,2154,15,136,3552,157,2035,4644,117,1028,2744,130,516,1229,136,419
el besos i el maresme,barri,2015,2020,10,123,3588,123,1905,4693,111,952,2806,118,506,1329,140,440
el besos i el maresme,barri,2016,1167,NA,26,4424,117,1989,4636,94,935,2847,127,574,1337,152,506
el besos i el maresme,barri,2017,1071,NA,27,4296,146,1886,4672,106,1068,2849,133,706,1330,178,660
el besos i el maresme,barri,2018,970,6,28,4184,183,1952,4751,128,1279,2851,141,786,1374,203,762
el besos i el maresme,barri,2019,887,15,32,4077,202,2159,4800,139,1524,2857,177,1035,1419,265,915
el besos i el maresme,barri,2020,790,18,44,3932,197,2367,4776,147,1887,2909,196,1249,1459,314,1036
el besos i el maresme,barri,2021,684,16,46,3923,174,2420,4840,146,2130,2999,201,1359,1515,291,1091
el besos i el maresme,barri,2022,595,15,50,3902,182,2343,4855,164,2269,3137,200,1310,1627,300,1093
el besos i el maresme,barri,2023,518,14,41,3815,164,2413,4957,168,2721,3126,198,1690,1688,339,1446
provencals del poblenou,barri,1997,2287,NA,10,4254,6,28,3126,5,13,2732,8,19,1098,7,14
provencals del poblenou,barri,1998,2239,5,15,4286,8,50,3219,5,14,2789,7,36,1097,8,13
provencals del poblenou,barri,1999,2166,NA,16,4224,9,65,3252,NA,15,2759,8,49,1076,7,20
provencals del poblenou,barri,2000,2112,NA,21,4202,10,65,3237,NA,24,2753,10,61,1084,5,27
provencals del poblenou,barri,2001,2025,NA,26,4126,8,100,3209,NA,54,2745,11,83,1093,11,51
provencals del poblenou,barri,2002,1967,NA,43,3726,15,202,3474,6,128,3226,16,183,1220,17,83
provencals del poblenou,barri,2003,1922,5,38,3658,15,309,3529,8,173,3227,29,257,1269,31,115
provencals del poblenou,barri,2004,1829,5,37,3561,17,356,3532,13,201,3184,44,268,1327,35,144
provencals del poblenou,barri,2005,1775,5,43,3498,24,418,3523,22,266,3165,53,313,1437,57,186
provencals del poblenou,barri,2006,1697,5,45,3397,33,468,3552,32,307,3167,73,326,1565,85,203
provencals del poblenou,barri,2007,1636,9,40,3337,63,441,3616,59,286,3206,107,315,1712,140,243
provencals del poblenou,barri,2008,1615,8,28,3293,78,434,3640,83,312,3212,131,319,1841,184,281
provencals del poblenou,barri,2009,1547,7,33,3169,86,479,3699,83,357,3287,145,330,1995,226,340
provencals del poblenou,barri,2010,1428,6,37,3068,94,454,3843,97,389,3463,151,340,2183,260,363
provencals del poblenou,barri,2011,1313,NA,29,3007,87,429,3915,84,374,3495,140,376,2355,272,379
provencals del poblenou,barri,2012,1238,8,28,2947,86,419,3994,82,394,3814,137,369,2542,297,416
provencals del poblenou,barri,2013,1196,NA,32,2894,68,444,4041,80,382,3894,156,355,2628,340,427
provencals del poblenou,barri,2014,1127,NA,26,2832,63,422,4038,70,346,3897,160,349,2809,359,386
provencals del poblenou,barri,2015,1067,NA,29,2742,58,403,4040,67,305,3957,149,319,3016,372,376
provencals del poblenou,barri,2016,594,NA,5,3203,58,450,3948,82,336,3992,159,325,3114,406,407
provencals del poblenou,barri,2017,553,NA,NA,3091,55,447,4004,94,393,3956,160,346,3164,456,467
provencals del poblenou,barri,2018,506,NA,5,2957,52,417,4027,98,439,3931,175,341,3268,524,537
provencals del poblenou,barri,2019,460,NA,NA,2853,57,423,3982,108,497,3920,210,377,3430,607,635
provencals del poblenou,barri,2020,416,NA,7,2765,59,437,4017,114,520,3922,215,433,3516,661,692
provencals del poblenou,barri,2021,362,NA,7,2679,61,428,4055,100,540,3946,205,451,3521,639,789
provencals del poblenou,barri,2022,322,NA,5,2601,51,369,4086,97,528,3925,214,426,3692,677,787
provencals del poblenou,barri,2023,278,NA,NA,2515,53,356,4049,105,552,3811,222,575,3748,727,954
sant marti de provencals,barri,1997,4018,NA,NA,7400,11,22,5246,NA,12,4821,14,34,2124,6,18
sant marti de provencals,barri,1998,3882,NA,NA,7421,12,35,5308,NA,17,4840,12,47,2149,10,27
sant marti de provencals,barri,1999,3760,NA,5,7359,11,41,5301,5,22,4815,17,50,2138,9,30
sant marti de provencals,barri,2000,3629,NA,7,7200,12,54,5209,7,24,4682,18,65,2134,14,41
sant marti de provencals,barri,2001,3518,NA,10,7024,13,93,5119,11,45,4588,18,107,2122,17,73
sant marti de provencals,barri,2002,3365,NA,14,6320,19,132,5365,19,125,5329,33,195,2274,20,120
sant marti de provencals,barri,2003,3219,NA,23,6130,21,226,5334,26,200,5275,34,268,2342,36,184
sant marti de provencals,barri,2004,3067,NA,20,5965,25,314,5236,31,257,5102,37,322,2405,59,216
sant marti de provencals,barri,2005,2954,NA,36,5827,32,373,5199,41,331,4882,52,381,2435,73,242
sant marti de provencals,barri,2006,2791,NA,42,5633,33,472,5143,48,407,4715,73,417,2489,96,296
sant marti de provencals,barri,2007,2677,6,32,5436,72,494,5088,90,396,4614,104,394,2563,115,261
sant marti de provencals,barri,2008,2618,NA,29,5214,91,521,5098,129,481,4548,127,434,2611,147,312
sant marti de provencals,barri,2009,2504,NA,25,5023,82,528,5185,137,546,4528,144,462,2669,158,356
sant marti de provencals,barri,2010,2338,NA,26,4849,73,496,5292,117,514,4637,140,447,2794,180,352
sant marti de provencals,barri,2011,2171,NA,25,4733,65,547,5381,123,542,4707,134,448,2887,170,390
sant marti de provencals,barri,2012,2021,NA,21,4658,67,525,5470,113,528,4910,131,438,3032,170,431
sant marti de provencals,barri,2013,1912,NA,25,4563,70,510,5437,106,541,4929,134,439,3081,194,416
sant marti de provencals,barri,2014,1805,NA,27,4467,87,514,5446,96,519,4998,131,439,3164,201,376
sant marti de provencals,barri,2015,1711,NA,19,4399,74,499,5493,94,469,5068,131,386,3312,219,367
sant marti de provencals,barri,2016,1009,NA,NA,4953,75,578,5428,92,478,5057,130,423,3419,234,408
sant marti de provencals,barri,2017,917,NA,NA,4740,64,581,5509,105,579,5005,133,517,3505,271,499
sant marti de provencals,barri,2018,833,NA,6,4603,57,560,5528,118,616,4956,143,507,3601,290,541
sant marti de provencals,barri,2019,755,NA,7,4464,66,546,5388,116,671,4974,175,573,3683,352,606
sant marti de provencals,barri,2020,673,NA,9,4284,63,576,5428,114,702,4982,188,635,3780,348,672
sant marti de provencals,barri,2021,596,NA,8,4141,56,600,5509,116,783,5022,190,682,3878,355,680
sant marti de provencals,barri,2022,511,NA,NA,3962,52,550,5476,106,757,5092,200,654,3939,376,702
